gene	tss	aaa	length
2300003K06Rik	99727628	99728892	1264
2300009A05Rik	63301729	63306528	4799
2310001H17Rik	129185375	129215688	30313
2310001K20Rik	76260813	76261763	950
2310001K24Rik	163313877	163314925	1048
2310002D06Rik	80553980	80564728	10748
2310002F09Rik	43344633	43447382	102749
2310002L09Rik	73857608	73869083	11475
2310003L06Rik	88117318	88120729	3411
2310003N18Rik	50143823	50144482	659
2310005A03Rik	154939709	154942001	2292
2310005E17Rik	98560617	98571573	10956
2310008N11Rik	27304621	27374408	69787
2310009B15Rik	138779721	138784590	4869
2310010J17Rik	89774030	89779192	5162
2310011J03Rik	80154088	80156371	2283
2310014F06Rik	112211767	112279288	67521
2310015A10Rik	80167320	80179618	12298
2310015A16Rik	32126853	32128003	1150
2310015D24Rik	13331995	13338971	6976
2310015K22Rik	80202761	80206509	3748
2310016D03Rik	30460558	30517357	56799
2310016D23Rik	60818002	60842949	24947
2310016G11Rik	44317657	44327659	10002
2310020H05Rik	99213034	99224429	11395
2310022A10Rik	27252658	27281524	28866
2310022B05Rik	125362495	125390108	27613
2310026I22Rik	33048879	33072282	23403
2310026L22Rik	137943025	137943500	475
2310030A07Rik	150196432	150222522	26090
2310030G06Rik	50650991	50657836	6845
2310033P09Rik	59099147	59101564	2417
2310034C09Rik	88555735	88556680	945
2310034G01Rik	46336640	46338741	2101
2310034O05Rik	100358551	100365908	7357
2310039H08Rik	47083561	47084322	761
2310039L15Rik	95172138	95202064	29926
2310040G07Rik	77076219	77095605	19386
2310040G24Rik	86460358	86465209	4851
2310043L19Rik	177469108	177470509	1401
2310043M15Rik	93589024	93591789	2765
2310043O21Rik	38549587	38595178	45591
2310043P16Rik	34089157	34093037	3880
2310044K18Rik	83308783	83310171	1388
2310046K23Rik	92439812	92441818	2006
2310047D07Rik	149168142	149174794	6652
2310050C09Rik	92775666	92777523	1857
2310057J18Rik	28848284	28862299	14015
2310057M21Rik	130939949	130964488	24539
2310057N15Rik	88570067	88571094	1027
2310058D17Rik	58856574	58868876	12302
2310061I04Rik	36203569	36208323	4754
2310061N02Rik	88504057	88504850	793
2310065F04Rik	67003287	67010906	7619
2310067P03Rik	83213576	83342466	128890
2310068J16Rik	99870039	99871168	1129
2310069B03Rik	82854845	82858834	3989
2310074N15Rik	24652906	24653487	581
2310075C17Rik	112056647	112057310	663
2310079G19Rik	88423674	88424554	880
2310081O03Rik	56220617	56224521	3904
2400006E01Rik	41475682	41482909	7227
2410002F23Rik	43896146	43901743	5597
2410003I16Rik	93812300	93813095	795
2410003L11Rik	97489337	97513719	24382
2410004B18Rik	145643769	145650584	6815
2410004I01Rik	102849126	102855213	6087
2410004P03Rik	17053320	17061728	8408
2410006H16Rik	62493703	62495633	1930
2410012E07Rik	71090373	71111394	21021
2410017I17Rik	36455910	36474068	18158
2410018L13Rik	23003998	23060285	56287
2410021H03Rik	69582357	69584203	1846
2410022M11Rik	57049446	57051356	1910
2410024N13Rik	103105542	103106291	749
2410080I02Rik	23112264	23113081	817
2410124H12Rik	92275630	92294254	18624
2410137M14Rik	37288593	37292129	3536
2410152P15Rik	6667701	6724578	56877
2500002B13Rik	57941088	57961911	20823
2500004C02Rik	153183077	153187993	4916
2510002D24Rik	18655328	18658910	3582
2510009E07Rik	21467795	21513415	45620
2510016D11Rik	120690120	120691104	984
2510017J16Rik	3635112	3636374	1262
2510039O18Rik	148025352	148031771	6419
2510046G10Rik	126247715	126248766	1051
2600002D14Rik	36682812	36683103	291
2600006K01Rik	29758735	29760329	1594
2600014E21Rik	74969187	75148164	178977
2610001A08Rik	18955607	18956473	866
2610001J05Rik	13867734	13871517	3783
2610002M06Rik	106826357	106859940	33583
2610005L07Rik	20016466	20055498	39032
2610008E11Rik	78900208	78933434	33226
2610011E03Rik	132025018	132027252	2234
2610012C04Rik	135408130	135409152	1022
2610016A17Rik	25648498	25649617	1119
2610017A05Rik	148732950	148734610	1660
2610020C07Rik	11021230	11064065	42835
2610021A01Rik	41248654	41277957	29303
2610024D14Rik	21049534	21049827	293
2610027F03Rik	120549469	120618132	68663
2610027K06Rik	85682487	85723049	40562
2610028D06Rik	45708646	45710358	1712
2610028E06Rik	125781644	125816210	34566
2610028H24Rik	76284915	76296944	12029
2610034O05Rik	80344603	80345457	854
2610035D17Rik	112934721	113092664	157943
2610035F20Rik	122707696	122712611	4915
2610037D02Rik	96032700	96182376	149676
2610042L04Rik	18115085	18135010	19925
2610044O15Rik8	129942835	129960887	18052
2610105M22Rik	35273257	35274409	1152
2610203C22Rik	9631057	9701400	70343
2610204G07Rik	104821439	104831502	10063
2610206C17Rik	84338848	84428261	89413
2610300A13Rik	38806265	38806767	502
2610300M13Rik	66428933	66442722	13789
2610301B20Rik	10874498	10899425	24927
2610303G11Rik	98068580	98069206	626
2610306M01Rik	86825381	86826422	1041
2610306O10Rik	128140656	128141267	611
2610307P16Rik	28644017	29069603	425586
2610316D01Rik	45234872	45332695	97823
2610318M16Rik	14098763	14102333	3570
2610318N02Rik	16931262	16943031	11769
2610507B11Rik	78152578	78181449	28871
2610507I01Rik	59090662	59093211	2549
2610509F24Rik	118231533	118232370	837
2610528A11Rik	36824097	36835979	11882
2610528J11Rik	118384196	118387425	3229
2700029L08Rik	134548179	134549643	1464
2700033N17Rik	115896699	115897925	1226
2700038G22Rik	24055595	24060036	4441
2700046A07Rik	62884745	62889418	4673
2700046G09Rik	32366616	32368590	1974
2700049A03Rik	71183622	71290077	106455
2700054A10Rik	13702815	13889153	186338
2700062C07Rik	24603907	24610855	6948
2700068H02Rik	106411866	106415094	3228
2700069I18Rik	5242646	5285901	43255
2700078F05Rik	181777697	181780940	3243
2700080J24Rik	16623331	16624992	1661
2700089I24Rik	59481568	59547823	66255
2700097O09Rik	55092446	55126895	34449
2700099C18Rik	95057528	95082560	25032
2810001G20Rik	63970310	63974085	3775
2810002D19Rik	94236496	94242027	5531
2810004N23Rik	125563684	125589859	26175
2810013P06Rik	123769205	123771341	2136
2810021J22Rik	58758042	58774114	16072
2810025M15Rik	157239922	157247806	7884
2810029C07Rik	111538751	111540836	2085
2810030D12Rik	13250720	13257714	6994
2810032G03Rik	5425870	5466631	40761
2810039B14Rik	75513978	75525492	11514
2810047C21Rik1	8089325	8096040	6715
2810049E08Rik	84039327	84076829	37502
2810402E24Rik	20691077	20694116	3039
2810403D21Rik	107877406	108018512	141106
2810403G07Rik	112551472	112553899	2427
2810404F17Rik	95607229	95609517	2288
2810404M03Rik	42280304	42499239	218935
2810405F15Rik	115905646	115906577	931
2810405F17Rik	137114577	137115693	1116
2810407A14Rik	87580963	87636181	55218
2810408A11Rik	69788178	69791813	3635
2810408I11Rik	64719030	64729818	10788
2810410L24Rik	120076226	120080678	4452
2810414N06Rik	151624700	151630769	6069
2810428J06Rik	135130998	135133693	2695
2810429I04Rik	3528230	3551393	23163
2810430I11Rik	27772937	27777064	4127
2810432F15Rik	131644277	131653926	9649
2810433D01Rik	102510622	102515242	4620
2810442N19Rik	161832538	161844063	11525
2810454H06Rik	134874924	134878071	3147
2810455O05Rik	124565292	124567524	2232
2810457G06Rik	47121155	47122521	1366
2810459M11Rik	85973585	85983178	9593
2810471M01Rik	28631564	28643276	11712
2900002M20Rik	25863471	25863800	329
2900005J15Rik	25305981	25315107	9126
2900009J06Rik	127681353	127701829	20476
2900018N21Rik	18838261	18839840	1579
2900022M07Rik	25848037	25849053	1016
2900024D18Rik	6975319	6975887	568
2900026A02Rik	113234189	113369102	134913
2900027M19Rik	9735829	9740276	4447
2900035J10Rik	194415015	194415546	531
2900037B21Rik	79162672	79163008	336
2900040C04Rik	76488897	76489767	870
2900041M22Rik	117502073	117504683	2610
2900042G08Rik	6580631	6581280	649
2900042K21Rik	188942558	188943210	652
2900045O20Rik	4559317	4572370	13053
2900052L18Rik	120120628	120122411	1783
2900052N01Rik	46824791	46838664	13873
2900057B20Rik	76224628	76231542	6914
2900060B14Rik	118386382	118386997	615
2900060N12Rik	24846663	24881201	34538
2900064F13Rik	81974663	81975670	1007
2900064K03Rik	49673167	49676279	3112
2900069G24Rik	181208743	181210053	1310
2900072N19Rik	91885334	91889714	4380
2900076A07Rik	81173298	81181246	7948
2900076G11Rik	31738423	31739053	630
2900078I11Rik	39533424	39534422	998
2900079G21Rik	112063345	112177993	114648
2900089D17Rik	144178500	144192996	14496
2900092C05Rik	12246444	12290250	43806
2900092N22Rik	14678215	14679623	1408
2900092O11Rik	184175177	184175931	754
2900093K20Rik	163261715	163262281	566
3000002C10Rik	109657011	109661774	4763
3010001F23Rik	151151569	151199694	48125
3010003L21Rik	148846365	148848627	2262
3100003L05Rik	124224893	124308158	83265
3110001I22Rik	13489793	13496252	6459
3110004A20Rik	40365545	40366504	959
3110006O06Rik	78319749	78331092	11343
3110009E18Rik	120048917	120115919	67002
3110009F21Rik	110118088	110124511	6423
3110009M11Rik	83513798	83514689	891
3110015C05Rik	111348001	111365965	17964
3110018I06Rik	107454891	107455895	1004
3110021N24Rik	108576846	108639101	62255
3110031N09Rik	69713900	69714225	325
3110039M20Rik	49436435	49454143	17708
3110040M04Rik	151079872	151080816	944
3110040N11Rik	81431930	81439226	7296
3110043J17Rik	109484640	109485399	759
3110045C21Rik	169796978	169799965	2987
3110053B16Rik	20924126	20971263	47137
3110056K07Rik	71038389	71062606	24217
3110062G12Rik	176573130	176574548	1418
3110067C02Rik	149246722	149249152	2430
3110070M22Rik	119623788	119624920	1132
3110080E11Rik	16962722	16966198	3476
3110080O07Rik	51736806	51737826	1020
3110082I17Rik	139345494	139446282	100788
3110082J24Rik	30308582	30311084	2502
3110083C13Rik	58236780	58241154	4374
3110099E03Rik	115323994	115358225	34231
3200001D21Rik	88332084	88344093	12009
3222401L13Rik	37788504	37794795	6291
3300002A11Rik	99307413	99328086	20673
3300002I08Rik	150152855	150204685	51830
3300002P13Rik	3470181	3471961	1780
3300005D01Rik	5848932	5853515	4583
3425401B19Rik	32381076	32407250	26174
3632454L22Rik	133923483	133961085	37602
3732407C23Rik	12772862	12776401	3539
3830403N18Rik	55181932	55198858	16926
3830406C13Rik	10166532	10185590	19058
3830408C21Rik	107159061	107192005	32944
3830422I06Rik	38473120	38474300	1180
3830432H09Rik	119457210	119463895	6685
3930402G23Rik	10974427	10978696	4269
4631405J19Rik	92858301	92875077	16776
4631422I05Rik	114377414	114379176	1762
4632404H12Rik	89674818	89680547	5729
4632404M16Rik	102041931	102044812	2881
4632411P08Rik	29583697	29595486	11789
4632415L05Rik	19949050	19955197	6147
4632418H02Rik	121956360	121959080	2720
4632427E13Rik	92383374	92390676	7302
4632428C04Rik	29827485	29840248	12763
4632432E15Rik	10286055	10288493	2438
4632433K11Rik	5037117	5038245	1128
4633401B06Rik	121581149	121582221	1072
4731419I09Rik	89245157	89255138	9981
4732414G09Rik	72906682	72909667	2985
4732416N19Rik	148113751	148117229	3478
4732419C18Rik	124471370	124481465	10095
4732440D04Rik	6280090	6285517	5427
4732463B04Rik	84086243	84100581	14338
4732465J04Rik	95581939	95633098	51159
4732471J01Rik	25076244	25265842	189598
4732487G21Rik	86337535	86352780	15245
4732490B19Rik	113094141	113100495	6354
4732491K20Rik	12537740	12546137	8397
4732496C06Rik	116146100	116148599	2499
4831440D22Rik	92176149	92201226	25077
4833403J16Rik	48732272	48733302	1030
4833404L02Rik	16792459	16793366	907
4833405L11Rik	29154486	29156849	2363
4833407H14Rik	53449053	53451154	2101
4833408A19Rik	4049548	4050542	994
4833411C07Rik	10949922	10953893	3971
4833412C05Rik	67434286	67453887	19601
4833412C15Rik	76997932	77000002	2070
4833412K13Rik	78442085	78443563	1478
4833413E03Rik	31776100	31778087	1987
4833413G10Rik	3679777	3681722	1945
4833415N18Rik	11596293	11599364	3071
4833417C18Rik	95749691	95751870	2179
4833418N02Rik	87582314	87590242	7928
4833418N17Rik	81641750	81642366	616
4833419F23Rik	4353558	4368920	15362
4833419O12Rik	20619042	20622135	3093
4833420G17Rik	119599304	119622656	23352
4833421G17Rik	87792795	87793638	843
4833421K07Rik	54738345	54739735	1390
4833422C13Rik	91849784	91889991	40207
4833422M21Rik	96129751	96152565	22814
4833427F10Rik	36083342	36091579	8237
4833428L15Rik	45327924	45343028	15104
4833438C02Rik	46292030	46294050	2020
4833439L19Rik	54699031	54713248	14217
4833445I07Rik	108444732	108446373	1641
4921501I09Rik	4291133	4297671	6538
4921504A21Rik	19407366	19431553	24187
4921504E06Rik	19467648	19558725	91077
4921507G05Rik	110807463	110810238	2775
4921507P07Rik	50550282	50573612	23330
4921508D12Rik	132266661	132294419	27758
4921508M14Rik	34923729	34924827	1098
4921509A06Rik	78536656	78537410	754
4921509C19Rik	151312462	151318073	5611
4921509O07Rik	113582824	113639380	56556
4921511C10Rik	79120226	79161220	40994
4921511C20Rik	126301916	126303521	1605
4921511E07Rik	17001194	17002020	826
4921511I17Rik	12401523	12442616	41093
4921513H07Rik	127753047	127755284	2237
4921513I03Rik	120601637	120614791	13154
4921513I08Rik	77904044	77905169	1125
4921514A10Rik	140842971	140845398	2427
4921515E04Rik	18078204	18369713	291509
4921515G04Rik	35368599	35373293	4694
4921515L22Rik	87971781	87973393	1612
4921516A02Rik	78264105	78274681	10576
4921517D16Rik	57152314	57155795	3481
4921517D22Rik	59835216	59841922	6706
4921518K17Rik	57632761	57665388	32627
4921520N01Rik	26953376	26956710	3334
4921521D15Rik	117762779	117767175	4396
4921522A10Rik	7359430	7365639	6209
4921522P10Rik	8711801	8714728	2927
4921523L03Rik	107868883	107872855	3972
4921524J17Rik	86135388	86159462	24074
4921524L21Rik	6603629	6638970	35341
4921525O09Rik	52250777	52278194	27417
4921527H02Rik	124191735	124193407	1672
4921528I07Rik	114066765	114146096	79331
4921529L05Rik	53955676	53995015	39339
4921531C22Rik	179617786	179620806	3020
4921531P14Rik	83310896	83344009	33113
4921533I20Rik	17367381	17452787	85406
4921534A09Rik	20296530	20299024	2494
4921534H16Rik	97885473	97894228	8755
4921536K21Rik	3836088	3845098	9010
4921539E11Rik	103087642	103148060	60418
4921539H07Rik	58024474	58075037	50563
4922502N22Rik	139292595	139299574	6979
4930401A07Rik	92236876	92253357	16481
4930401C15Rik	25655212	25713335	58123
4930401G09Rik	115496759	115498182	1423
4930401O10Rik	71819297	71830948	11651
4930401O12Rik	31397393	31425069	27676
4930402C01Rik	67477898	67480154	2256
4930402D18Rik	60784823	60827169	42346
4930402F06Rik	35265574	35287187	21613
4930402F11Rik	69145842	69200421	54579
4930402H05Rik	91184198	91187026	2828
4930402K13Rik	8970801	8972581	1780
4930403D09Rik	34249707	34258113	8406
4930403O18Rik	78554621	78555872	1251
4930403P22Rik	36371789	36372501	712
4930404A05Rik	52619871	52636107	16236
4930404A12Rik	124799061	124802143	3082
4930404H11Rik	71535059	71602907	67848
4930404H24Rik	153334710	153335761	1051
4930404I05Rik	90808137	90813631	5494
4930404I20Rik	139532557	139534609	2052
4930404K13Rik	120036390	120054986	18596
4930404N11Rik	81198901	81201650	2749
4930404O17Rik	124967732	124980209	12477
4930405A10Rik	22557242	22592891	35649
4930405A21Rik	156556460	156562829	6369
4930405D01Rik	52649486	52792237	142751
4930405D11Rik	90695518	90785975	90457
4930405G09Rik	67965721	67966780	1059
4930405H06Rik	99773695	99774921	1226
4930405J17Rik	20074986	20077584	2598
4930405L22Rik	46084160	46089751	5591
4930405N21Rik	113468320	113469519	1199
4930405O22Rik	63612441	63619968	7527
4930406D18Rik	100333721	100345070	11349
4930407G08Rik	107811129	107817918	6789
4930407I10Rik	81943352	81950741	7389
4930407I19Rik	65981075	66015293	34218
4930408K08Rik	108985906	108987730	1824
4930408O17Rik	104823630	104837794	14164
4930412B13Rik	117652409	117739617	87208
4930412C18Rik	9770585	9823411	52826
4930412E21Rik	23515214	23575562	60348
4930412F09Rik	30873834	30920405	46571
4930412F12Rik	58103923	58105393	1470
4930412M03Rik	60003045	60006056	3011
4930412O13Rik	9886063	9888732	2669
4930413E15Rik	119090404	119099326	8922
4930413F20Rik	34675219	34679350	4131
4930413G21Rik	122568281	122569273	992
4930414F18Rik	12446948	12763799	316851
4930414N06Rik	44948812	44972989	24177
4930415C11Rik	59202710	59231907	29197
4930415H17Rik	99574444	99574566	122
4930415L06Rik	88973704	88976458	2754
4930415O11Rik	7150344	7151777	1433
4930415P13Rik	46472963	46473496	533
4930417H01Rik	122543967	122563376	19409
4930417O13Rik	125242439	125264249	21810
4930417O22Rik	101843247	101851399	8152
4930419G24Rik	33078926	33142756	63830
4930420G21Rik	88173497	88240338	66841
4930420N18Rik	42690886	42691561	675
4930421C12Rik	39599344	39600917	1573
4930421P07Rik	38732374	38732772	398
4930422C21Rik	116908190	116914108	5918
4930422I22Rik	115638321	115705427	67106
4930422M22Rik	99181060	99186728	5668
4930423C22Rik	83006621	83007931	1310
4930423D22Rik	81828132	81829805	1673
4930423D24Rik	117013208	117017017	3809
4930423M02Rik	5632328	5642284	9956
4930425K10Rik	68090953	68100426	9473
4930425K24Rik	110202926	110205068	2142
4930425L21Rik	135635911	135661525	25614
4930425O10Rik	138417296	138432745	15449
4930425P05Rik	31734098	31734959	861
4930426D05Rik	21784505	21789162	4657
4930426I24Rik	76449525	76450756	1231
4930426L09Rik	19003154	19004615	1461
4930428D20Rik	69593023	69597269	4246
4930428E07Rik	38602807	38664520	61713
4930428N03Rik	24667625	24788944	121319
4930428O21Rik	107846078	107851346	5268
4930429C20Rik	71658452	71659051	599
4930429D17Rik	103378241	103446895	68654
4930429F24Rik	79700923	79710517	9594
4930429H19Rik	72960128	72964941	4813
4930429P21Rik	107228475	107231185	2710
4930430E12Rik	6352105	6357530	5425
4930430F08Rik	100408127	100426285	18158
4930430F21Rik	31039274	31043477	4203
4930430O22Rik	115574125	115574703	578
4930431F10Rik	44606865	44614996	8131
4930431F12Rik	45123542	45136147	12605
4930431L21Rik	33920962	33951733	30771
4930431P03Rik	45192672	45198783	6111
4930431P19Rik	109351527	109354485	2958
4930431P22Rik	76997571	76999657	2086
4930432B10Rik	11120534	11156965	36431
4930432E11Rik	29258004	29281594	23590
4930432H08Rik	106512427	106514715	2288
4930432J09Rik	104215064	104264578	49514
4930432L08Rik	76479085	76489732	10647
4930432M17Rik	121464411	121476631	12220
4930432O09Rik	121035046	121038554	3508
4930433B08Rik	18522451	18534641	12190
4930433E05Rik	93098692	93104002	5310
4930433I11Rik	40636967	40644859	7892
4930433J02Rik	184818299	184823516	5217
4930433N12Rik	3133847	3199799	65952
4930434B07Rik	90081350	90087184	5834
4930434F21Rik	31375202	31427105	51903
4930434J06Rik	72094142	72157879	63737
4930434O05Rik	142935336	142935722	386
4930435C17Rik	39438659	39560394	121735
4930435F18Rik	116938631	116974714	36083
4930435M08Rik	118282386	118284276	1890
4930435N07Rik	9509092	9511218	2126
4930437M23Rik	11535302	11551419	16117
4930438A08Rik	58165625	58185115	19490
4930438E09Rik	67569491	67635191	65700
4930439A04Rik	37368748	37373253	4505
4930439D14Rik	156767408	156767766	358
4930440C22Rik	94724808	94730197	5389
4930440I19Rik	77881521	78024774	143253
4930441H08Rik	71559441	71588939	29498
4930441J16Rik	74129284	74138061	8777
4930442G10Rik	74889512	74896440	6928
4930442G15Rik	56838915	56840829	1914
4930442H23Rik	81018439	81019683	1244
