DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
51297662	mouse, laboratory	10090	Vmn2r111	210876	MGI:3647034			Chr17 11.4 cM	Chr17:22766922-22792254(-)	NM_001104573	NP_001098043	
51297663	mouse, laboratory	10090	Vmn2r15	211223	MGI:3649165			Chr5 53.24 cM	Chr5:109434135-109445422(-)	XM_017320781,XM_017320783,XM_017320782,XM_036164973,NM_001104626	XP_017176270,XP_017176271,XP_036020866,NP_001098096,XP_017176272	
51297664	mouse, laboratory	10090	Vmn2r129	22314	MGI:1316735			Chr4 syntenic	Chr4:156683398-156691794(+)	NM_001384510,XM_036163982,XM_036163980,XM_036163981	XP_036019873,NP_001371439,XP_036019875,XP_036019874	
51297665	mouse, laboratory	10090	Vmn2r13	231589	MGI:3761379			Chr5 53.24 cM	Chr5:109303889-109339973(-)	XM_036165083,XM_017320859,XM_017320857,NM_001384974,NM_001104624	XP_017176348,NP_001371903,NP_001098094,XP_036020976,XP_017176346	
51297666	mouse, laboratory	10090	Vmn2r10	22307	MGI:1316730			Chr5 53.24 cM	Chr5:109141278-109154337(-)	NM_009491,XM_030254368,NM_001385035	NP_033517,NP_001371964,XP_030110228	
51297667	mouse, laboratory	10090	Vmn2r67	620672	MGI:3643129			Chr7 48.4 cM	Chr7:84785448-84805110(-)	NM_001102579	NP_001096049	
51297668	mouse, laboratory	10090	Map9	213582	MGI:2442208			Chr3 36.37 cM	Chr3:82265379-82302575(+)	XM_030252540,NM_001356457,NM_001081230,XM_030252539	NP_001343386,XP_030108400,XP_030108399,NP_001074699	Q3TRR0
51297668	human	9606	MAP9	79884		HGNC:26118	OMIM:610070	Chr4 q32.1	Chr4:155342658-155376970(-)	NM_001039580,NM_024826	XP_011530555,XP_011530556,XP_011530557,NP_001034669,XP_016864105,XP_016864106,XP_054206821,XP_054206822,XP_054206823,XP_054206824,XP_054206825	Q49MG5
51297669	mouse, laboratory	10090	Vmn2r33	624512	MGI:3757694			Chr7 4.38 cM	Chr7:7553966-7569785(-)	NM_001105065,XM_036153314	XP_036009207,NP_001098535	
51297670	mouse, laboratory	10090	Vmn2r50	434117	MGI:3643086			Chr7 6.2 cM	Chr7:9771162-9787105(-)	XM_036153215,NM_001105178	XP_036009108,NP_001098648	
51297671	mouse, laboratory	10090	Vmn2r38	434110	MGI:3757869			Chr7 5.3 cM	Chr7:9077795-9100764(-)	XM_036153213,NM_001105070,XM_036153212	NP_001098540,XP_036009105,XP_036009106	
51297672	mouse, laboratory	10090	Vmn2r44	434113	MGI:3643088			Chr7 5.69 cM	Chr7:8370459-8386237(-)	NM_001385059,XM_036153214,NM_001105074	NP_001371988,XP_036009107,NP_001098544	
51297673	mouse, laboratory	10090	Vmn2r31	100042591	MGI:3757688			Chr7 4.28 cM	Chr7:7386984-7402626(-)	NM_001385037,NM_001105062,XM_036152487,XM_036152488	XP_036008380,NP_001371966,XP_036008381	
51297674	mouse, laboratory	10090	Vmn2r35	625353	MGI:3646200			Chr7 4.52 cM	Chr7:7789150-7822866(-)	XM_036153315,NM_001105067	XP_036009208,NP_001098537	
51297675	mouse, laboratory	10090	Vmn2r39	545909	MGI:3704108			Chr7 5.34 cM	Chr7:9017749-9033681(-)	NM_001105071,NM_001385077	NP_001098541,NP_001372006	
51297676	mouse, laboratory	10090	Vmn2r73	620928	MGI:3646433			Chr7 48.43 cM	Chr7:85506755-85525146(-)	NM_001105186	NP_001098656	
51297677	mouse, laboratory	10090	Vmn2r78	637896	MGI:3761335			Chr7 48.51 cM	Chr7:86564557-86604385(+)	NM_001105189	NP_001098659	
51297678	mouse, laboratory	10090	Vmn2r70	670940	MGI:3761314			Chr7 48.43 cM	Chr7:85207911-85218296(-)	NM_001384914,NM_001105183	NP_001371843	
51297679	mouse, laboratory	10090	Vmn2r75	546981	MGI:3648311			Chr7 48.51 cM	Chr7:85797250-85820932(-)	NM_001102578	NP_001096048	
51297680	mouse, laboratory	10090	Vmn2r79	621430	MGI:3646882			Chr7 48.51 cM	Chr7:86645673-86687176(+)	NM_001105190	NP_001098660	
51297681	mouse, laboratory	10090	Vmn2r74	546980	MGI:3643877			Chr7 48.43 cM	Chr7:85601075-85610690(-)	NM_001384912	NP_001371841	
51297682	mouse, laboratory	10090	Vmn2r117	619788	MGI:3648766			Chr17 11.56 cM	Chr17:23678649-23698571(-)	NM_001104581	NP_001098051	
51297683	mouse, laboratory	10090	Vmn2r76	675969	MGI:3761332			Chr7 48.51 cM	Chr7:85874414-85895409(-)	NM_001102580,NM_001384930	NP_001371859	
51297684	mouse, laboratory	10090	Vmn2r69	330581	MGI:3761311			Chr7 48.42 cM	Chr7:85055584-85064884(-)	NM_001105182	NP_001098652	
51297685	mouse, laboratory	10090	Vmn2r65	100009609	MGI:3642776			Chr7 48.38 cM	Chr7:84589377-84613217(-)	NM_001105180	NP_001098650	
51297686	mouse, laboratory	10090	Vmn2r68	620697	MGI:3648297			Chr7 48.4 cM	Chr7:84870726-84886912(-)	NM_001105181	NP_001098651	
51297687	mouse, laboratory	10090	Vmn2r77	546983	MGI:3643879			Chr7 48.51 cM	Chr7:86444349-86461240(+)	NM_001105188	NP_001098658	
51297688	mouse, laboratory	10090	Vmn2r114	666002	MGI:3648252			Chr17 11.56 cM	Chr17:23509908-23531287(-)	NM_001102584	NP_001096054	
51297689	mouse, laboratory	10090	Vmn2r72	244114	MGI:3647591			Chr7 48.43 cM	Chr7:85386992-85404189(-)	NM_001384915	NP_001371844	
51297690	mouse, laboratory	10090	Vmn2r71	233445	MGI:3646472			Chr7 48.43 cM	Chr7:85264670-85273755(+)	NM_001384948	NP_001371877	
51297691	mouse, laboratory	10090	Vmn2r66	233437	MGI:3588220			Chr7 48.39 cM	Chr7:84643853-84661228(-)	NM_001033878	NP_001029050	
51297692	mouse, laboratory	10090	Tnfaip3	21929	MGI:1196377			Chr10 8.08 cM	Chr10:18876658-18891158(-)	XM_006512702,NM_009397,NM_001428864,NM_001428865,NM_001166402,NM_001428866	NP_001415795,XP_006512765,NP_001415794,NP_001159874,NP_033423,NP_001415793	Q60769
51297692	human	9606	TNFAIP3	7128		HGNC:11896	OMIM:191163	Chr6 q23.3	Chr6:137866349-137885836(+)	NM_001270507,NM_006290,NM_001270508	NP_001257436,XP_047275240,XP_024302301,XP_011534398,XP_011534397,XP_005267176,XP_054212265,XP_024302300,XP_047275239,XP_047275238,XP_054212268,XP_054212267,XP_054212266,NP_006281,XP_054212264,XP_054212263,NP_001257437,XP_047275241,XP_054212262	P21580
51297693	mouse, laboratory	10090	Adora2a	11540	MGI:99402			Chr10 38.52 cM	Chr10:75152711-75170618(+)	XM_030244829,NM_001428349,NM_001331096,NM_001331095,NM_001428353,NM_001428352,NM_009630,NM_001428351,NM_001428350,XM_036155515,XM_006513093	XP_006513156,XP_036011408,XP_030100689,NP_001318024,NP_001415282,NP_001415281,NP_001415280,NP_033760,NP_001415279,NP_001318025,NP_001415278	Q60613
51297693	human	9606	ADORA2A	135		HGNC:263	OMIM:102776	Chr22 q11.23	Chr22:24417879-24443177(+)	NM_000675,NM_001278499,NM_001278497,NM_001278500,NM_001278498	NP_000666,NP_001265428,NP_001265429,NP_001265426,NP_001265427	P29274
51297694	mouse, laboratory	10090	Rbfox1	268859	MGI:1926224			Chr16 3.34 cM	Chr16:5702566-7230344(+)	XM_036159936,NM_001417337,NM_001417338,NM_001417379,NM_001417335,NM_001417336,NM_001417377,NM_001417334,NM_001417376,NM_001359729,NM_001359724,NM_001359723,NM_001359726,XM_030249125,XM_006522175,XM_006522173,XM_006522179,XM_011245910,XM_006522155,XM_006522178,XM_011245914,XM_036159939,XM_036159938,XM_011245912,XM_011245907,XM_036159935,XM_036159946,NM_001359725,NM_001417339,NM_001359728,NM_001417403,NM_001417404,NM_001417400,XM_036159945,XM_036159933,XM_036159944,XM_011245915,NM_183188,XM_036159943,XM_036159941,XM_017316989,XM_017316988,XM_030249123,NM_021477,NM_001417381,NM_001417380,NM_001417383,NM_001417409,NM_001417407,NM_001417382,NM_001417341,NM_001417385,NM_001417340,NM_001417384,NM_001359730,NM_001417343,NM_001417387,NM_001417342,NM_001417386,NM_001417345,NM_001417389,NM_001417344,NM_001417388,NM_001417390,NM_001417392,NM_001417391,NM_001417394,NM_001417393,NM_001417396,NM_001417395,NM_001417398,NM_001417399,NM_001417406,NM_001417405,NM_001417408	NP_001404309,NP_001404270,NP_001404316,NP_001404317,NP_001404268,NP_001404318,NP_001346654,NP_001404269,NP_001346657,NP_001404305,NP_001404319,NP_001404315,NP_001404314,NP_001404313,NP_899011,NP_001346655,NP_001404306,NP_001404312,NP_001404322,NP_001404321,NP_001404320,NP_001404329,NP_001346653,NP_001404328,NP_001346652,XP_011244217,NP_001404308,NP_001346659,NP_001404327,NP_001346658,NP_001404263,NP_001404271,NP_001404272,NP_001404273,NP_001404264,NP_001404274,NP_001404310,NP_067452,NP_001404311,XP_006522236,NP_001404265,XP_006522238,XP_011244209,XP_006522218,XP_036015828,NP_001404266,XP_036015839,XP_036015829,XP_036015826,NP_001404267,XP_036015837,NP_001404325,NP_001404334,XP_036015838,XP_036015836,XP_036015834,NP_001404335,NP_001404336,NP_001404337,NP_001404338,NP_001404332,NP_001404324,NP_001404323,XP_011244216,XP_036015831,XP_036015832,XP_017172478,XP_030104985,NP_001404333,XP_006522241,XP_006522242,XP_011244212,XP_030104983,XP_011244214,XP_017172477	Q9JJ43
51297694	human	9606	RBFOX1	54715		HGNC:18222	OMIM:605104	Chr16 p13.3	Chr16:5239721-7713340(+)	NM_001415892,NM_001415909,NM_001142333,NM_001142334,NM_001308117,NM_001364800,NM_001411047,NM_001415887,NM_001415888,NM_001415889,NM_001415890,NM_001415891,NM_001415893,NM_001415894,NM_001415895,NM_001415896,NM_001415897,NM_001415898,NM_001415899,NM_001415900,NM_145893,NM_145892,NM_145891,NM_018723,NM_001415917,NM_001415916,NM_001415915,NM_001415914,NM_001415913,NM_001415912,NM_001415911,NM_001415910,NM_001415901,NM_001415902,NM_001415903,NM_001415904,NM_001415905,NM_001415906,NM_001415907,NM_001415908	NP_001402827,NP_001402842,NP_001402821,NP_001402820,NP_001402819,NP_001402818,NP_001402841,NP_001402832,NP_001402840,XP_024306073,NP_001402817,NP_001402816,XP_024306071,NP_001397976,NP_001351729,NP_001295046,NP_001135806,NP_001135805,XP_016878810,XP_016878809,XP_047290200,XP_047290205,NP_001402831,XP_054236489,NP_001402833,XP_016878807,XP_005255448,XP_047290199,XP_005255444,NP_001402830,XP_054236490,NP_001402835,NP_001402836,XP_005255443,NP_665900,NP_665899,NP_001402834,NP_665898,NP_061193,NP_001402837,XP_054236491,XP_054236492,NP_001402838,XP_024306074,NP_001402846,NP_001402845,NP_001402844,XP_054236493,NP_001402839,XP_054236494,XP_054236495,XP_054236496,XP_054236497,XP_054236498,XP_054236499,XP_054236500,NP_001402829,XP_054236501,NP_001402828,NP_001402843,NP_001402826,NP_001402825,NP_001402824,NP_001402823,NP_001402822	Q9NWB1
51297695	mouse, laboratory	10090	Mug5	640530	MGI:3648717			Chr6 57.52 cM	Chr6:121711454-121761598(+)			
51297695	human	9606	PZP	5858		HGNC:9750	OMIM:176420	Chr12 p13.31	Chr12:9136472-9208399(-)	NM_002864,NM_002864,NM_002864	XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109,XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109,XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109	P20742,P20742,P20742
51297696	mouse, laboratory	10090	Mug2	17837	MGI:99836			Chr6 57.52 cM	Chr6:121983720-122062924(+)	NM_008646,XM_006505701,XM_006505702,XM_006505700,XM_006505699	XP_006505763,XP_006505762,XP_006505765,XP_006505764,NP_032672	P28666
51297696	human	9606	PZP	5858		HGNC:9750	OMIM:176420	Chr12 p13.31	Chr12:9136472-9208399(-)	NM_002864,NM_002864,NM_002864	XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109,XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109,XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109	P20742,P20742,P20742
51297697	mouse, laboratory	10090	Mug1	17836	MGI:99837			Chr6 57.52 cM	Chr6:121815500-121866016(+)	XM_006505698,NM_008645	NP_032671,XP_006505761	P28665
51297697	human	9606	PZP	5858		HGNC:9750	OMIM:176420	Chr12 p13.31	Chr12:9136472-9208399(-)	NM_002864,NM_002864,NM_002864	XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109,XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109,XP_011519108,XP_016875252,XP_016875253,XP_024304879,XP_047285230,XP_047285231,XP_047285232,NP_002855,XP_011519109	P20742,P20742,P20742
51297698	mouse, laboratory	10090	Pzp2	11287	MGI:87854			Chr6 63.02 cM	Chr6:128460530-128503683(-)	NM_007376	NP_031402	Q61838
51297699	mouse, laboratory	10090	A2ml1	232400	MGI:3039594			Chr6 63.05 cM	Chr6:128516784-128558571(-)	NM_001001179	NP_001001179	Q3UU35
51297700	mouse, laboratory	10090	Adora3	11542	MGI:104847			Chr3 46.45 cM	Chr3:105811737-105816244(+)	NM_009631,XM_355417	NP_033761	Q61618
51297700	human	9606	ADORA3	140		HGNC:268	OMIM:600445	Chr1 p13.2	Chr1:111499429-111503633(-)	NM_001302678,NM_001302679,NM_000677	NP_001289608,NP_001289607,NP_000668	P0DMS8
51297701	mouse, laboratory	10090	H2-Oa	15001	MGI:95924			Chr17 17.98 cM	Chr17:34311314-34314208(+)	XM_036160330,NM_008206	NP_032232,XP_036016223	
51297701	human	9606	HLA-DOA	3111		HGNC:4936	OMIM:142930	Chr6 p21.32	Chr6:33004178-33009594(-)	NM_002119,NM_015851	NP_002110	P06340
51297702	mouse, laboratory	10090	Hba-a2	110257	MGI:96016			Chr11 18.87 cM	Chr11:32246489-32247298(+)	NM_001083955	NP_001077424	
51297702	human	9606	HBA1	3039		HGNC:4823	OMIM:141800	Chr16 p13.3	Chr16:176680-177522(+)	NM_000558,NM_000558	NP_000549,NP_000549	P69905,P69905
51297702	human	9606	HBA2	3040		HGNC:4824	OMIM:141850	Chr16 p13.3	Chr16:172876-173710(+)	NM_000517,NM_000517	NP_000508,NP_000508	P69905,P69905
51297703	mouse, laboratory	10090	Hba-x	15126	MGI:96019			Chr11 18.86 cM	Chr11:32226600-32228116(+)	NM_001436156,NM_010405	NP_034535,NP_001423085	P06467
51297703	human	9606	HBZ	3050		HGNC:4835	OMIM:142310	Chr16 p13.3	Chr16:142728-154503(+)	NM_005332	NP_005323	P02008
51297704	mouse, laboratory	10090	Hbq1a	216635	MGI:2685722			Chr11 18.87 cM	Chr11:32250069-32250873(+)	NM_175000	NP_778165	
51297704	human	9606	HBQ1	3049		HGNC:4833	OMIM:142240	Chr16 p13.3	Chr16:180459-181179(+)	NM_005331,NM_005331	NP_005322,NP_005322	P09105,P09105
51297705	mouse, laboratory	10090	Cryaa	12954	MGI:88515			Chr17 17.09 cM	Chr17:31896905-31900704(+)	NM_013501,NM_001278570,NM_001278569	NP_038529,NP_001265499,NP_001265498	P24622
51297705	human	9606	CRYAA	1409		HGNC:2388	OMIM:123580	Chr21 q22.3	Chr21:43169008-43172810(+)	NM_000394,NM_001363766	NP_001350695,NP_000385	P02489
51297706	mouse, laboratory	10090	Prxl2c	66129	MGI:1913379			Chr13 33.26 cM	Chr13:64437612-64460524(-)	NM_025370	NP_079646	Q9D1A0
51297706	human	9606	PRXL2C	195827		HGNC:16881		Chr9 q22.33	Chr9:96639577-96655337(-)	NM_153698	XP_005251840,XP_054218211,XP_054218210,XP_054218209,XP_047278861,NP_714542,XP_005251841	Q7RTV5
51297707	mouse, laboratory	10090	Aak1	269774	MGI:1098687			Chr6 37.75 cM	Chr6:86826499-86980205(+)	XM_006506192,XM_036166149,XM_036166143,XM_036166165,XM_036166144,XM_036166166,XM_036166145,XM_036166148,XM_036166147,XM_036166153,XM_036166152,XM_030255413,XM_036166167,XM_036166146,XM_036166161,XM_036166140,XM_036166162,XM_036166141,XM_036166163,XM_036166142,XM_036166164,XM_036166160,XM_036166151,XM_036166150,XM_036166157,XM_036166135,XM_030255416,XM_036166156,XM_036166155,XM_036166154,XM_030255415,XM_036166139,XM_036166138,XM_036166159,XM_036166137,XM_030255418,XM_036166158,XM_036166136,XM_017321597,NM_001378654,NM_177762,NM_001378655,NM_001378652,NM_001040106	XP_036022047,XP_036022040,XP_036022041,XP_036022042,XP_036022043,XP_036022056,XP_036022034,XP_036022049,NP_808430,NP_001035195,NP_001365584,NP_001365583,XP_036022057,NP_001365581,XP_036022035,XP_036022036,XP_036022059,XP_036022037,XP_036022038,XP_036022039,XP_006506255,XP_030111273,XP_036022048,XP_036022050,XP_030111276,XP_030111275,XP_036022055,XP_036022033,XP_036022028,XP_036022029,XP_036022060,XP_036022044,XP_036022045,XP_036022046,XP_036022032,XP_036022058,XP_036022054,XP_030111278,XP_017177086,XP_036022051,XP_036022031,XP_036022053,XP_036022052,XP_036022030	Q6PIU9,Q3UHJ0
51297707	human	9606	AAK1	22848		HGNC:19679	OMIM:616405	Chr2 p13.3	Chr2:69457997-69674349(-)	NM_001371575,NM_014911,NM_001426746,NM_001426745,NM_001371577	NP_001413675,NP_001358506,NP_001358504,NP_055726,NP_001413674	Q2M2I8
51297708	mouse, laboratory	10090	Aanat	11298	MGI:1328365			Chr11 81.43 cM	Chr11:116482547-116489022(+)	XM_030245474,NM_009591,XM_030245473	XP_030101334,NP_033721,XP_030101333	O88816
51297708	human	9606	AANAT	15		HGNC:19	OMIM:600950	Chr17 q25.1	Chr17:76452749-76470122(+)	NM_001166579,NM_001088	NP_001079,XP_054171217,XP_054171216,XP_054171215,XP_054171214,XP_054171213,XP_054171212,NP_001160051	Q16613
51297709	mouse, laboratory	10090	Aars1	234734	MGI:2384560			Chr8 57.9 cM	Chr8:111759781-111784237(+)	XM_006530924,NM_146217,XM_006530922	XP_006530985,XP_006530987,NP_666329	Q8BGQ7
51297709	human	9606	AARS1	16		HGNC:20	OMIM:601065	Chr16 q22.1	Chr16:70251983-70289707(-)	NM_001605	NP_001596,XP_047289622,XP_054235677	P49588
51297710	mouse, laboratory	10090	Rpl9-ps6	100042823	MGI:3642682			Chr19 27.22 cM	Chr19:32443272-32443975(-)			
51297710	human	9606	RPL9	6133		HGNC:10369	OMIM:603686	Chr4 p14	Chr4:39451747-39458948(-)	NM_000661,NM_001024921,NM_000661,NM_001024921	NP_001020092,NP_000652,NP_001020092,NP_000652	P32969,P32969
51297711	mouse, laboratory	10090	Rpl9	20005	MGI:1298373			Chr5 33.66 cM	Chr5:65545707-65548774(-)	NM_011292	NP_035422	P51410
51297711	human	9606	RPL9	6133		HGNC:10369	OMIM:603686	Chr4 p14	Chr4:39451747-39458948(-)	NM_000661,NM_001024921,NM_000661,NM_001024921	NP_001020092,NP_000652,NP_001020092,NP_000652	P32969,P32969
51297712	mouse, laboratory	10090	Abca1	11303	MGI:99607			Chr4 28.57 cM	Chr4:53030787-53159895(-)	XM_006537556,NM_013454,XM_006537554	XP_006537617,NP_038482,XP_006537619	P41233
51297712	human	9606	ABCA1	19		HGNC:29	OMIM:600046	Chr9 q31.1	Chr9:104781006-104928155(-)	NM_005502	NP_005493	O95477
51297713	mouse, laboratory	10090	Abca17	381072	MGI:3625331			Chr17 12.35 cM	Chr17:24483233-24570042(-)	XM_006524484,XM_017317537,XM_006524482,XM_017317539,XM_017317534,XM_017317536,NM_001031621,XM_017317540,XM_017317532,XM_006524481	XP_017173026,NP_001026792,XP_006524545,XP_017173025,XP_006524544,XP_017173021,XP_017173023,XP_017173028,XP_017173029,XP_006524547	E9PX95
51297713	human	9606	ABCA17P	650655		HGNC:32972		Chr16	Chr16:2339109-2426699(+)			
51297714	mouse, laboratory	10090	Abca15	320631	MGI:2388709			Chr7 64.72 cM	Chr7:119927893-120006910(+)	XM_006507945,NM_177213	NP_796187,XP_006508008	
51297714	human	9606	ABCA15P	400508		HGNC:34405		Chr16 p12.2	Chr16:21300849-21339037(+)	NM_001101368		
51297715	mouse, laboratory	10090	Abca3	27410	MGI:1351617			Chr17 12.38 cM	Chr17:24570997-24629178(+)	XM_006524370,NM_001039581,NM_013855	NP_001034670,NP_038883,XP_006524433	Q8R420
51297715	human	9606	ABCA3	21		HGNC:33	OMIM:601615	Chr16 p13.3	Chr16:2275878-2340749(-)	NM_001089	NP_001080	Q99758
51297716	mouse, laboratory	10090	Abcb5	77706	MGI:1924956			Chr12 63.48 cM	Chr12:118831559-118930156(-)	XM_017315245,XM_006516370,NM_029961	XP_006516433,XP_017170734,NP_084237	B5X0E4
51297716	human	9606	ABCB5	340273		HGNC:46	OMIM:611785	Chr7 p21.1	Chr7:20615667-20777038(+)	NM_001163942,NM_001163993,NM_178559,NM_001163941	NP_001157413,NP_001157414,NP_001157465,NP_848654	Q2M3G0
51297717	mouse, laboratory	10090	Abcb1b	18669	MGI:97568			Chr5 3.43 cM	Chr5:8848147-8916314(+)	XM_036164873,XM_030254200,NM_011075	XP_036020766,XP_030110060,NP_035205	P06795
51297717	human	9606	ABCB1	5243		HGNC:40	OMIM:171050	Chr7 q21.12	Chr7:87503017-87713375(-)	NM_001348944,NM_001348945,NM_000927,NM_001348946,NM_001348944,NM_001348945,NM_000927,NM_001348946	NP_001335875,NP_001335874,NP_001335873,NP_000918,NP_001335875,NP_001335874,NP_001335873,NP_000918	P08183,P08183
51297718	mouse, laboratory	10090	Abcb1a	18671	MGI:97570			Chr5 3.43 cM	Chr5:8710077-8798575(+)	NM_011076	NP_035206	P21447
51297718	human	9606	ABCB1	5243		HGNC:40	OMIM:171050	Chr7 q21.12	Chr7:87503017-87713375(-)	NM_001348944,NM_001348945,NM_000927,NM_001348946,NM_001348944,NM_001348945,NM_000927,NM_001348946	NP_001335875,NP_001335874,NP_001335873,NP_000918,NP_001335875,NP_001335874,NP_001335873,NP_000918	P08183,P08183
51297719	mouse, laboratory	10090	Abcb4	18670	MGI:97569			Chr5 3.43 cM	Chr5:8943717-9009231(+)	XM_006503554,NM_008830,XM_006503551,XM_036164874,XM_006503552	XP_036020767,XP_006503617,XP_006503615,XP_006503614,NP_032856	P21440
51297719	human	9606	ABCB4	5244		HGNC:45	OMIM:171060	Chr7 q21.12	Chr7:87365896-87480435(-)	NM_018849,NM_001445616,NM_001445617,NM_018850,NM_000443,NM_001445618,NM_001445619,NM_001445620	XP_047276431,XP_054214377,XP_054214380,XP_054214379,XP_054214378,XP_054214381,NP_061337,NP_061338,XP_011514610,XP_011514611,NP_000434,NP_001432545,NP_001432546,NP_001432547,NP_001432548,NP_001432549,XP_047276432,XP_047276433	P21439
51297720	mouse, laboratory	10090	Tap1	21354	MGI:98483			Chr17 17.98 cM	Chr17:34406530-34416199(+)	NM_013683,NM_001161730	NP_038711,NP_001155202	P21958
51297720	human	9606	TAP1	6890		HGNC:43	OMIM:170260	Chr6 p21.32	Chr6:32845206-32854018(-)	NM_000593,NM_001292022	NP_000584,NP_001278951	Q03518
51297721	mouse, laboratory	10090	Tap2	21355	MGI:98484			Chr17 17.98 cM	Chr17:34423453-34435295(+)	NM_011530	NP_035660	P36371
51297721	human	9606	TAP2	6891		HGNC:44	OMIM:170261	Chr6 p21.32	Chr6:32821831-32838784(-)	NM_018833,NM_001290043,NM_000544	NP_000535,NP_061313,NP_001276972	Q03519
51297722	mouse, laboratory	10090	Abcb6	74104	MGI:1921354			Chr1 38.62 cM	Chr1:75148361-75157036(-)	XM_006496552,NM_023732	NP_076221,XP_006496615	Q9DC29
51297722	human	9606	ABCB6	10058		HGNC:47	OMIM:605452	Chr2 q35	Chr2:219209766-219219012(-)	NM_005689,NM_001349828	NP_005680,NP_001336757	Q9NP58
51297723	mouse, laboratory	10090	Abcc6	27421	MGI:1351634			Chr7 29.64 cM	Chr7:45625804-45679915(-)	XM_006540947,XM_006540949,XM_006540948,NM_018795,XM_006540946	XP_006541011,XP_006541012,XP_006541010,NP_061265,XP_006541009	Q9R1S7
51297723	human	9606	ABCC6	368		HGNC:57	OMIM:603234	Chr16 p13.11	Chr16:16149565-16223637(-)	NM_001440309,NM_001440310,NM_001351800,NM_001171,NM_001079528	NP_001338729,NP_001427238,NP_001427239,NP_001072996,NP_001162	O95255
51297724	mouse, laboratory	10090	Cftr	12638	MGI:88388			Chr6 8.1 cM	Chr6:18170686-18322767(+)	NM_021050	NP_066388	P26361
51297724	human	9606	CFTR	1080		HGNC:1884	OMIM:602421	Chr7 q31.2	Chr7:117287120-117715971(+)	NM_000492	NP_000483	P13569
51297725	mouse, laboratory	10090	Abcf2	27407	MGI:1351657			Chr5 11.93 cM	Chr5:24770343-24782465(-)	NM_001429007,NM_001429006,NM_001429005,NM_001429004,NM_001429013,NM_001429012,NM_013853,NM_001359205,NM_001429009,NM_001190443,NM_001429011,XM_006535727,NM_001429010,NM_001429008	NP_038881,NP_001415940,NP_001415941,NP_001415942,NP_001415933,NP_001415934,NP_001415935,NP_001415936,NP_001177372,NP_001415937,NP_001415938,NP_001415939,NP_001346134,XP_006535790	Q99LE6
